R_mean,G_mean,B_mean,R_std,G_std,B_std,R_min,G_min,B_min,R_max,G_max,B_max,R_median,G_median,B_median,R_diff,G_diff,B_diff,HR,person,session,source,video_path
194.56424166666667,153.70220833333335,122.71215833333332,0.29526194896556696,0.24873726412120203,0.24049053696155184,194.17885416666667,153.26114583333333,122.3125,195.08552083333333,154.35416666666666,123.17083333333333,194.4759375,153.709375,122.70020833333334,0.9066666666666663,1.093020833333327,0.8583333333333343,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.09446666666668,154.08851666666666,122.65551666666666,0.09491085144609131,0.14561079830607343,0.24143269651073485,194.95322916666666,153.8365625,122.14145833333333,195.27104166666666,154.38375,123.20729166666666,195.10666666666665,154.04385416666668,122.6534375,0.3178125000000023,0.5471874999999784,1.0658333333333303,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.09934583333336,153.96901250000002,122.65351249999999,0.1545242039877769,0.10588697016814012,0.281751972597355,194.78052083333333,153.64458333333334,122.10822916666666,195.45375,154.0975,123.09208333333333,195.09260416666666,154.00354166666668,122.65302083333333,0.6732291666666868,0.45291666666665265,0.9838541666666742,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.03705833333333,153.97739166666668,122.61297500000002,0.16483955077589765,0.283443692477989,0.172179135156771,194.79322916666666,153.65520833333332,122.31979166666666,195.30479166666666,154.513125,123.01333333333334,195.048125,153.89697916666665,122.6103125,0.5115624999999966,0.8579166666666822,0.6935416666666754,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
194.94930416666665,154.13628749999998,122.83215416666668,0.1076932561981318,0.2202929726964622,0.1480402321911927,194.75510416666665,153.73135416666668,122.58125,195.24697916666668,154.5628125,123.13927083333333,194.958125,154.1596875,122.79760416666667,0.4918750000000216,0.8314583333333303,0.5580208333333303,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
194.67732916666665,154.2149458333333,122.70224583333332,0.21563977582224522,0.19707714296126827,0.2224470717321814,194.29041666666666,153.9075,122.3284375,195.19395833333334,154.60583333333332,123.05020833333333,194.62947916666667,154.18458333333334,122.59875,0.9035416666666833,0.6983333333333235,0.7217708333333235,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
194.8962125,154.58209583333334,122.88539583333333,0.11899067307052837,0.16734127097707202,0.20144254074604404,194.53916666666666,154.31302083333333,122.48125,195.1478125,154.9228125,123.40114583333333,194.92166666666665,154.56833333333333,122.84614583333334,0.6086458333333269,0.6097916666666663,0.919895833333328,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.12557916666665,154.6921125,122.95184583333332,0.16726217849282746,0.19658317109997378,0.13703136844350725,194.83166666666668,154.3203125,122.6834375,195.53552083333332,155.04375,123.26020833333334,195.1178125,154.6915625,122.94322916666667,0.7038541666666447,0.7234374999999886,0.5767708333333417,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.68704583333331,155.00579583333334,123.00607916666667,0.5913313859889016,0.4864142743074061,0.3059686787256365,194.77135416666667,154.06979166666667,122.33125,196.4390625,155.62947916666667,123.53989583333333,195.83395833333333,155.05604166666666,122.985,1.6677083333333371,1.5596874999999955,1.2086458333333354,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.65378333333334,155.03045,122.91711666666669,0.38312431883209175,0.4590730930817743,0.22852642519824545,194.78395833333335,154.04666666666665,122.4425,195.99604166666666,155.56489583333334,123.29541666666667,195.79385416666668,155.15145833333332,122.9346875,1.212083333333311,1.5182291666666856,0.8529166666666725,61,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
196.04762083333335,155.3733875,123.05578750000001,0.23737371766958074,0.2899900712500526,0.17311367060804103,195.65302083333333,154.93197916666668,122.76479166666667,196.50760416666665,156.06697916666667,123.35020833333333,195.98239583333333,155.3125,123.04385416666666,0.8545833333333235,1.134999999999991,0.58541666666666,61,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
196.15587916666667,155.62112916666666,123.1486291666667,0.12064106139471863,0.15312448321908212,0.18387070789612375,195.89625,155.2953125,122.8140625,196.39666666666668,155.89625,123.66333333333333,196.16489583333333,155.58270833333333,123.12177083333333,0.5004166666666663,0.6009375000000148,0.8492708333333212,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
196.18583333333328,155.78633333333332,123.31341666666667,0.12928725553759707,0.1521539219744989,0.21627795259290356,195.90885416666666,155.55895833333332,122.958125,196.42447916666666,156.11302083333334,123.63541666666667,196.1878125,155.73145833333334,123.34552083333334,0.515625,0.5540625000000148,0.677291666666676,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.792525,155.539875,123.138025,0.2603562101157451,0.2640984747026731,0.1777069057191581,195.448125,155.19,122.83416666666666,196.21291666666667,156.0375,123.58510416666667,195.70489583333332,155.4825,123.13291666666667,0.7647916666666674,0.8474999999999966,0.7509375000000063,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.6245,155.3652833333333,123.30733333333333,0.11976230074842298,0.20451341626053562,0.1534163328350521,195.44572916666667,155.10614583333333,123.0303125,195.80458333333334,155.7275,123.67645833333333,195.6359375,155.35739583333333,123.33364583333334,0.35885416666667425,0.6213541666666629,0.6461458333333354,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.61125,155.2299,123.18385,0.17606653177452977,0.3031804681208888,0.15817672210747952,195.32666666666665,154.6496875,122.91572916666667,195.94854166666667,155.76708333333335,123.55114583333334,195.60875,155.30770833333332,123.17927083333333,0.621875000000017,1.1173958333333474,0.6354166666666714,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.59832916666667,155.1591625,123.2520625,0.17581887647914676,0.24143153698017816,0.20777571834058045,195.1946875,154.68,122.83958333333334,195.920625,155.68072916666668,123.6403125,195.63291666666666,155.1725,123.231875,0.7259375000000148,1.000729166666673,0.8007291666666561,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.36207916666666,155.13094583333333,123.1741125,0.13427534896725143,0.17712946193313686,0.20975639417150824,195.11875,154.83979166666666,122.77177083333333,195.60135416666665,155.52583333333334,123.55041666666666,195.3578125,155.08458333333334,123.1628125,0.48260416666664696,0.6860416666666822,0.7786458333333286,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
194.57536250000004,154.54149583333333,122.80722916666667,0.6440828064484405,0.6768169372603635,0.3582041785168677,193.87947916666667,153.78270833333335,122.10375,195.77291666666667,155.88510416666668,123.5671875,194.31614583333334,154.24,122.74875,1.8934375000000045,2.1023958333333326,1.4634374999999977,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.24353333333337,155.16271666666668,123.19636666666668,0.20834479118492394,0.20460249384137746,0.18092680552735452,194.93625,154.9115625,122.6971875,195.61364583333332,155.64229166666667,123.3959375,195.19291666666666,155.11822916666668,123.2540625,0.6773958333333212,0.7307291666666629,0.698750000000004,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.34107500000002,154.98287499999998,123.24904166666667,0.23685258747677526,0.4063241171705711,0.27874268799577767,194.90364583333334,154.5071875,122.8428125,195.7459375,155.6484375,124.1571875,195.3340625,154.82489583333333,123.201875,0.8422916666666538,1.1412500000000136,1.3143750000000125,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.4523,154.6247,123.14053333333334,0.1156064208796837,0.3524809580652709,0.1868119954177045,195.28927083333335,154.0434375,122.81260416666667,195.75697916666667,155.17802083333333,123.48072916666666,195.4396875,154.7196875,123.13385416666667,0.46770833333332007,1.1345833333333246,0.6681249999999892,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.49809583333337,154.36092916666666,123.06336249999998,0.05700295831748134,0.1781153431105459,0.15742281100149094,195.31197916666667,154.06583333333333,122.71864583333333,195.5596875,154.65479166666665,123.4271875,195.51947916666666,154.35614583333333,123.06885416666667,0.2477083333333212,0.5889583333333235,0.708541666666676,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.75331666666665,154.57765,123.04038333333334,0.13142975349656044,0.21549003642537798,0.14261775629185314,195.44385416666665,154.10895833333333,122.72270833333333,195.98145833333334,154.98885416666667,123.35895833333333,195.7853125,154.6421875,123.04333333333334,0.5376041666666822,0.879895833333336,0.636250000000004,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.84214166666663,154.917825,123.13020833333331,0.22304729832855275,0.24092796281023574,0.13467246145741885,195.21020833333333,154.43520833333332,122.83166666666666,196.135625,155.34895833333334,123.415625,195.90197916666668,154.91739583333333,123.14270833333333,0.9254166666666777,0.9137500000000216,0.5839583333333422,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
194.22735,153.90968333333333,122.35975000000002,0.4964091632525654,0.39033684758594606,0.3690791845179626,193.75489583333334,153.46458333333334,121.82072916666667,195.51822916666666,154.83697916666668,123.15458333333333,194.025,153.8265625,122.32229166666667,1.7633333333333212,1.3723958333333428,1.3338541666666686,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
150.07485,119.07286666666667,93.01133333333333,0.37273398001941394,0.330066088079342,0.19882741329549594,149.26072916666666,118.55697916666666,92.56947916666667,150.6203125,119.5446875,93.48875,150.13916666666665,119.148125,93.0221875,1.3595833333333474,0.9877083333333303,0.9192708333333286,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
150.6237041666667,119.47277083333333,93.1198875,0.28749135113802304,0.2171618879782499,0.1899570650502366,150.04458333333332,118.98916666666666,92.71427083333333,150.99072916666665,119.71885416666667,93.42114583333333,150.63760416666668,119.50583333333333,93.11916666666667,0.9461458333333326,0.7296875000000114,0.7068749999999966,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
150.05588749999998,119.1266375,92.67178750000001,1.661662453271153,1.2628548482065893,1.0239995675319185,143.87875,114.47708333333334,89.01125,151.215625,119.9284375,93.53197916666667,150.6853125,119.63291666666667,93.02197916666667,7.336874999999992,5.451354166666661,4.520729166666669,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
88.73474583333332,73.62492916666667,60.7141625,27.203606131540084,20.030298223655493,13.678151629498359,54.5234375,48.462604166666665,43.6978125,140.74822916666668,111.9940625,86.88072916666667,86.96708333333333,72.60083333333333,59.81760416666667,86.22479166666668,63.53145833333333,43.18291666666667,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
148.23125416666664,117.11340416666665,90.14100416666666,9.367468471691003,7.163948670925329,4.843397827778037,124.61052083333334,99.4921875,76.99510416666666,161.50510416666665,127.279375,97.2146875,149.1253125,117.45010416666666,90.1903125,36.894583333333316,27.7871875,20.219583333333333,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
151.95849166666667,120.87984166666666,94.14064166666665,3.818648244929997,2.487598611620197,1.3255833073620618,145.57125,116.68333333333334,91.7684375,158.3421875,124.7346875,95.77552083333333,153.14760416666667,121.723125,94.5678125,12.770937500000002,8.05135416666667,4.007083333333327,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
179.98241249999995,139.513,104.51205833333333,6.938312584898716,5.107567768983291,3.5075277430547307,161.31020833333332,127.15229166666667,96.693125,190.125625,147.4540625,109.86895833333334,180.14145833333333,139.37791666666666,104.989375,28.815416666666692,20.30177083333332,13.175833333333344,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
87.71506666666666,72.58186666666667,59.863566666666664,58.94155830833623,43.93221363024012,30.30622111627138,29.628333333333334,28.731666666666666,28.18375,188.0296875,146.13385416666668,109.06302083333334,60.64822916666667,52.760729166666664,47.24072916666667,158.40135416666666,117.40218750000001,80.87927083333334,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
118.66696666666667,96.23023333333335,77.74793333333334,39.55653942732549,29.519561079108108,21.143650889093422,39.60510416666666,36.7259375,34.614270833333336,153.6659375,122.26135416666666,96.19145833333333,138.19260416666665,110.95177083333333,89.01427083333333,114.06083333333335,85.53541666666666,61.577187499999994,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
149.63244583333332,119.5014625,94.28492916666666,2.9144015289258873,1.897861718121505,1.061769756703401,143.19760416666668,115.1546875,91.8734375,152.93416666666667,121.5525,95.5121875,150.37729166666668,120.45104166666667,94.869375,9.736562499999991,6.397812500000001,3.6387500000000017,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
124.84338749999999,101.43777083333333,81.63057083333334,16.270189727324173,12.148874968704233,8.698768452859193,105.17822916666667,86.8303125,70.88489583333333,161.5315625,128.5140625,99.7390625,123.9478125,100.56489583333334,81.18864583333334,56.35333333333334,41.68374999999999,28.85416666666667,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
192.472525,150.27625833333335,112.939575,9.192847409914906,6.479296743798772,4.46887423398795,167.73041666666666,132.88083333333333,102.01,199.72395833333334,155.35697916666666,116.81583333333333,197.67479166666666,154.2040625,115.1815625,31.993541666666687,22.476145833333334,14.805833333333325,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
170.12814166666664,135.38894166666668,106.18589166666669,19.80660065092464,13.887526749076649,8.211390863082784,140.69364583333333,113.61364583333334,91.5890625,197.27697916666668,153.8178125,116.10864583333333,169.64729166666666,135.851875,108.19270833333333,56.58333333333334,40.204166666666666,24.51958333333333,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
146.90952916666666,118.54924583333333,94.9743125,10.333252332768883,7.818162242001439,6.315993574860062,138.04677083333334,111.97489583333333,89.52010416666667,170.94739583333333,136.4328125,109.1978125,141.60427083333335,114.20552083333334,91.3296875,32.90062499999999,24.457916666666677,19.677708333333328,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
191.19573333333335,150.26208333333332,115.80648333333333,7.623648583990969,4.9259852358965555,2.389208628039546,173.64052083333334,138.61885416666667,109.63302083333333,199.231875,155.595625,118.72541666666666,193.70510416666667,151.91427083333335,116.58947916666666,25.59135416666666,16.976770833333347,9.092395833333327,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
195.17001666666667,152.21428333333333,116.02053333333333,3.7111570088505137,2.995858731539301,1.9466081980820584,188.845625,146.986875,112.48145833333334,199.9028125,155.93927083333332,118.5325,195.16489583333333,152.1853125,116.30614583333333,11.057187499999998,8.952395833333327,6.051041666666663,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
150.616,118.91028333333334,90.38523333333333,19.531829720974223,14.096597171100223,10.337449718416947,131.3275,104.83364583333334,79.52010416666667,187.01229166666667,145.801875,110.948125,141.08229166666666,110.63645833333334,83.57479166666667,55.68479166666668,40.96822916666666,31.428020833333335,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
167.31787500000002,130.685825,99.32714166666666,16.992699735306065,12.649270487752501,9.328656318158924,137.74052083333333,108.9159375,82.2734375,192.70604166666666,149.67354166666667,113.10145833333333,166.65479166666665,129.975625,99.23239583333333,54.96552083333333,40.75760416666667,30.828020833333326,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
182.419925,141.89185833333332,107.11959166666668,12.436457347925522,9.140426216294342,5.941329676988116,157.37697916666667,123.7465625,95.6103125,196.44052083333332,152.2646875,114.0921875,185.13770833333334,143.969375,108.28854166666666,39.06354166666665,28.518125000000012,18.481874999999988,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
149.36727083333332,118.56930416666664,92.27357083333332,12.101506641270554,8.393796792380122,4.6716250509614765,135.526875,109.06729166666666,86.92854166666666,174.82145833333334,136.395625,103.02979166666667,146.12145833333332,116.30479166666667,91.13489583333333,39.29458333333335,27.328333333333333,16.101250000000007,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
172.4844708333333,136.0774375,104.15570416666668,9.586189517850812,7.387766632361644,5.497134650970702,151.6290625,120.1190625,92.9465625,182.31635416666666,143.71677083333333,109.78052083333333,176.5840625,139.16239583333333,106.74822916666666,30.687291666666653,23.59770833333333,16.833958333333328,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
188.7987208333333,147.99381666666667,112.55974583333332,6.283191437840218,4.558545694691484,3.442119575486076,182.01208333333332,143.3603125,109.35854166666667,199.10916666666665,155.02552083333333,119.67958333333333,187.46416666666667,145.47895833333334,111.13291666666667,17.09708333333333,11.66520833333334,10.321041666666659,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
184.2752375,143.3614375,108.67119583333333,2.7883027574035846,2.698818533945299,2.6741947111986404,181.33135416666667,140.31104166666665,106.12822916666667,191.88041666666666,152.05645833333332,117.30447916666667,183.30572916666668,142.84989583333333,108.05364583333333,10.549062499999991,11.74541666666667,11.176249999999996,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
159.46223333333336,127.12535833333334,99.75049583333333,33.22573161935735,23.96715468783891,14.709941312195273,108.9971875,89.91927083333333,75.95427083333334,196.88291666666666,153.303125,117.08979166666667,165.87541666666667,132.52958333333333,103.56125,87.88572916666666,63.383854166666666,41.13552083333333,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
138.6024625,111.6323625,90.36234583333335,23.13609465427254,16.695337763855996,10.418717555235093,108.72354166666666,89.669375,75.75229166666666,178.3525,139.46,105.96083333333333,134.6340625,109.02864583333333,89.7740625,69.62895833333333,49.790625000000006,30.20854166666666,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
176.15265833333333,138.026625,105.56635833333331,7.383585902560226,4.9617109950362766,2.5561956430107644,155.336875,123.83854166666667,98.02354166666667,182.20395833333333,142.11427083333334,107.64354166666666,179.06010416666666,139.9771875,106.64270833333333,26.86708333333334,18.275729166666665,9.61999999999999,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
126.28006666666664,102.40415000000002,83.8817,11.146221545376314,8.300551526379637,6.020598941135341,115.444375,94.25854166666667,77.44770833333334,152.14791666666667,121.39583333333333,97.17791666666666,121.3384375,98.79885416666667,81.27510416666667,36.70354166666668,27.137291666666655,19.730208333333323,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
155.2686833333333,123.76365,98.0892,15.883607549002498,11.553618375825012,7.099504927215876,123.4365625,100.45364583333334,82.7153125,171.25916666666666,135.3309375,105.09833333333333,161.12791666666666,128.22416666666666,100.80958333333334,47.822604166666665,34.877291666666665,22.383020833333333,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
171.91933333333336,135.73631666666665,104.76445,1.4158796036680985,0.9284310666686859,0.24197306639605654,170.22010416666666,134.6990625,104.1415625,174.5990625,137.4803125,105.195,171.53322916666667,135.4728125,104.78947916666667,4.378958333333344,2.78125,1.053437499999987,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
174.23435416666666,137.0705875,104.3032375,0.9284836760180274,0.7538904753703728,0.5442011960395101,173.02729166666666,136.03916666666666,103.52260416666667,176.04635416666667,138.39822916666665,105.26302083333333,174.36177083333334,137.02114583333332,104.36260416666667,3.019062500000018,2.359062499999993,1.7404166666666612,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
125.2224625,101.88132916666666,82.22514583333333,43.61121604766537,31.50073316863754,20.454180366859845,48.819270833333334,46.0009375,44.32510416666667,175.8221875,138.22885416666668,105.39135416666667,140.6203125,113.4540625,90.4240625,127.00291666666668,92.22791666666669,61.066250000000004,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
36.9153375,35.725404166666664,33.665820833333335,12.348424390160627,10.048967953431697,8.503210335657384,29.52125,29.518958333333334,28.023125,80.1703125,69.76822916666667,61.60822916666667,31.449583333333333,31.3025,29.806770833333335,50.6490625,40.24927083333334,33.58510416666667,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
143.19558333333333,114.71915000000001,89.81569999999999,15.603474024402654,11.070530007044605,6.4490357013288335,94.49114583333333,79.99364583333333,68.76489583333333,156.8015625,124.52739583333333,96.19479166666666,148.32645833333333,118.56197916666666,91.440625,62.310416666666654,44.53375,27.429895833333333,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
139.77677083333333,111.29085416666666,85.1728375,5.322639227358739,3.982941327795291,3.156632383366058,133.80385416666667,106.9471875,81.6196875,150.42927083333333,119.51427083333333,91.96010416666667,138.01145833333334,109.87645833333333,83.95645833333333,16.625416666666666,12.56708333333333,10.34041666666667,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
157.44153333333333,124.73606666666669,95.54265,5.694031553558224,4.037950922669674,2.3899884911682454,150.99520833333332,120.09770833333333,92.149375,171.62458333333333,134.74875,100.93416666666667,155.9346875,123.5234375,94.9121875,20.62937500000001,14.651041666666671,8.784791666666663,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
172.06665833333332,135.233025,102.30957499999998,3.408131911316014,2.345257737716569,0.9589833465490074,165.86052083333334,130.89260416666667,100.38177083333333,176.4565625,138.5046875,103.9878125,173.085,135.84166666666667,102.06791666666666,10.59604166666665,7.612083333333317,3.6060416666666697,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
144.12744583333333,115.27764583333334,90.16412916666668,11.69874088347907,8.613940708447316,5.666827712469518,132.72885416666668,106.85510416666666,84.42625,164.8634375,130.38927083333334,100.26635416666667,138.3884375,110.65135416666666,86.89302083333334,32.134583333333325,23.53416666666668,15.840104166666677,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
138.22859583333332,111.28749583333332,88.8113625,1.76390997978095,1.1919679847344662,0.8811102986786046,135.29447916666666,108.90322916666666,86.6978125,141.68677083333333,113.7121875,90.43052083333333,137.8021875,110.98354166666667,88.72666666666667,6.392291666666665,4.8089583333333366,3.732708333333335,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
144.89800416666665,115.52653750000002,91.2580875,2.2761902235423963,1.3626518561144756,0.6815239707001428,141.80260416666667,113.68677083333333,90.57604166666667,149.31947916666667,118.29822916666667,92.84572916666667,144.34052083333333,115.0334375,90.97416666666666,7.516874999999999,4.611458333333346,2.2696875000000034,71,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
