R_mean,G_mean,B_mean,R_std,G_std,B_std,HR,person,session,source,video_path
195.792525,155.539875,123.138025,0.2603562101157451,0.2640984747026731,0.1777069057191581,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.6245,155.3652833333333,123.30733333333333,0.11976230074842298,0.20451341626053562,0.1534163328350521,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.61125,155.2299,123.18385,0.17606653177452977,0.3031804681208888,0.15817672210747952,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.59832916666667,155.1591625,123.2520625,0.17581887647914676,0.24143153698017816,0.20777571834058045,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.36207916666666,155.13094583333333,123.1741125,0.13427534896725143,0.17712946193313686,0.20975639417150824,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
194.57536250000004,154.54149583333333,122.80722916666667,0.6440828064484405,0.6768169372603635,0.3582041785168677,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.24353333333337,155.16271666666668,123.19636666666668,0.20834479118492394,0.20460249384137746,0.18092680552735452,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.34107500000002,154.98287499999998,123.24904166666667,0.23685258747677526,0.4063241171705711,0.27874268799577767,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.4523,154.6247,123.14053333333334,0.1156064208796837,0.3524809580652709,0.1868119954177045,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.49809583333337,154.36092916666666,123.06336249999998,0.05700295831748134,0.1781153431105459,0.15742281100149094,62,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.75331666666665,154.57765,123.04038333333334,0.13142975349656044,0.21549003642537798,0.14261775629185314,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
195.84214166666663,154.917825,123.13020833333331,0.22304729832855275,0.24092796281023574,0.13467246145741885,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
194.22735,153.90968333333333,122.35975000000002,0.4964091632525654,0.39033684758594606,0.3690791845179626,63,p1,v1,source1,data-videos\VIPL\VIPL\p1-5\p1\v1\source1\video.avi
150.07485,119.07286666666667,93.01133333333333,0.37273398001941394,0.330066088079342,0.19882741329549594,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
150.6237041666667,119.47277083333333,93.1198875,0.28749135113802304,0.2171618879782499,0.1899570650502366,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
150.05588749999998,119.1266375,92.67178750000001,1.661662453271153,1.2628548482065893,1.0239995675319185,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
88.73474583333332,73.62492916666667,60.7141625,27.203606131540084,20.030298223655493,13.678151629498359,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
148.23125416666664,117.11340416666665,90.14100416666666,9.367468471691003,7.163948670925329,4.843397827778037,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
151.95849166666667,120.87984166666666,94.14064166666665,3.818648244929997,2.487598611620197,1.3255833073620618,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
179.98241249999995,139.513,104.51205833333333,6.938312584898716,5.107567768983291,3.5075277430547307,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
87.71506666666666,72.58186666666667,59.863566666666664,58.94155830833623,43.93221363024012,30.30622111627138,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
118.66696666666667,96.23023333333335,77.74793333333334,39.55653942732549,29.519561079108108,21.143650889093422,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
149.63244583333332,119.5014625,94.28492916666666,2.9144015289258873,1.897861718121505,1.061769756703401,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
124.84338749999999,101.43777083333333,81.63057083333334,16.270189727324173,12.148874968704233,8.698768452859193,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
192.472525,150.27625833333335,112.939575,9.192847409914906,6.479296743798772,4.46887423398795,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
170.12814166666664,135.38894166666668,106.18589166666669,19.80660065092464,13.887526749076649,8.211390863082784,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
146.90952916666666,118.54924583333333,94.9743125,10.333252332768883,7.818162242001439,6.315993574860062,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
191.19573333333335,150.26208333333332,115.80648333333333,7.623648583990969,4.9259852358965555,2.389208628039546,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
195.17001666666667,152.21428333333333,116.02053333333333,3.7111570088505137,2.995858731539301,1.9466081980820584,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
150.616,118.91028333333334,90.38523333333333,19.531829720974223,14.096597171100223,10.337449718416947,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
167.31787500000002,130.685825,99.32714166666666,16.992699735306065,12.649270487752501,9.328656318158924,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
182.419925,141.89185833333332,107.11959166666668,12.436457347925522,9.140426216294342,5.941329676988116,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
149.36727083333332,118.56930416666664,92.27357083333332,12.101506641270554,8.393796792380122,4.6716250509614765,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
172.4844708333333,136.0774375,104.15570416666668,9.586189517850812,7.387766632361644,5.497134650970702,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
188.7987208333333,147.99381666666667,112.55974583333332,6.283191437840218,4.558545694691484,3.442119575486076,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
184.2752375,143.3614375,108.67119583333333,2.7883027574035846,2.698818533945299,2.6741947111986404,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
159.46223333333336,127.12535833333334,99.75049583333333,33.22573161935735,23.96715468783891,14.709941312195273,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
138.6024625,111.6323625,90.36234583333335,23.13609465427254,16.695337763855996,10.418717555235093,68,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
176.15265833333333,138.026625,105.56635833333331,7.383585902560226,4.9617109950362766,2.5561956430107644,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
126.28006666666664,102.40415000000002,83.8817,11.146221545376314,8.300551526379637,6.020598941135341,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
155.2686833333333,123.76365,98.0892,15.883607549002498,11.553618375825012,7.099504927215876,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
171.91933333333336,135.73631666666665,104.76445,1.4158796036680985,0.9284310666686859,0.24197306639605654,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
174.23435416666666,137.0705875,104.3032375,0.9284836760180274,0.7538904753703728,0.5442011960395101,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
125.2224625,101.88132916666666,82.22514583333333,43.61121604766537,31.50073316863754,20.454180366859845,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
36.9153375,35.725404166666664,33.665820833333335,12.348424390160627,10.048967953431697,8.503210335657384,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
143.19558333333333,114.71915000000001,89.81569999999999,15.603474024402654,11.070530007044605,6.4490357013288335,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
139.77677083333333,111.29085416666666,85.1728375,5.322639227358739,3.982941327795291,3.156632383366058,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
157.44153333333333,124.73606666666669,95.54265,5.694031553558224,4.037950922669674,2.3899884911682454,69,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
172.06665833333332,135.233025,102.30957499999998,3.408131911316014,2.345257737716569,0.9589833465490074,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
144.12744583333333,115.27764583333334,90.16412916666668,11.69874088347907,8.613940708447316,5.666827712469518,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
138.22859583333332,111.28749583333332,88.8113625,1.76390997978095,1.1919679847344662,0.8811102986786046,70,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
144.89800416666665,115.52653750000002,91.2580875,2.2761902235423963,1.3626518561144756,0.6815239707001428,71,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
148.86531666666667,117.9889,92.30648333333335,2.297171374204648,1.592543243863849,0.9099884215342464,71,p1,v2,source1,data-videos\VIPL\VIPL\p1-5\p1\v2\source1\video.avi
156.03671666666665,132.50784583333333,111.7361125,0.22305649259523658,0.13700956006283116,0.2168011796394454,74,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
156.12572916666667,132.93549583333333,112.14589583333334,0.5820370418242762,0.31881533273807183,0.2887108378926334,74,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
161.1935,137.15866666666668,115.70642916666668,2.887747829071221,2.7026840889608645,2.6047383794970647,74,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.00499166666665,142.31200833333332,119.92161666666667,0.255994954241723,0.6168552059190563,0.8432088120973426,74,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.37215,139.63795,116.04197499999998,0.29846342729144504,0.7845858496596254,1.0168675119576802,75,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.29997916666667,139.0779625,115.18287916666667,0.24758221838636094,0.14497638121815246,0.21305132092343873,76,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.4044916666667,140.01820833333332,115.96496666666664,0.3842795955673993,0.4497965917593558,0.5492378587200539,76,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.35049583333333,140.01974583333333,115.96283333333332,0.09324331726873562,0.31242547594719683,0.533488240849787,76,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.06633333333332,140.02795,116.1482,0.17176712523792387,0.17418386009632336,0.32981881668618795,75,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.7350125,139.80319583333335,116.25977916666666,0.39229972256730894,0.2336328615436133,0.2765344254739776,73,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.76077916666665,139.52904583333333,115.7815875,0.48489734212081786,0.1924283431746588,0.5903933910079221,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.75310416666667,139.35552083333332,115.41427083333333,0.16467053860579367,0.13508207702993516,0.26437874143662043,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.51870833333334,138.89875833333335,114.00958333333332,0.5899767231460593,0.28707227379519923,0.8350055363048327,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
168.0214,138.38651666666667,113.14462083333333,0.09585647854561782,0.3100248241068786,0.3064659979213758,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.06959166666667,136.92175833333334,112.04862499999999,0.9391624417237112,0.7623816326158437,0.4217047948835507,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
165.73135000000002,135.9254,111.81023333333333,0.2040480873334623,0.21452475672984733,0.3458346451782349,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.059925,135.57969166666666,111.19760833333333,0.1394650012099839,0.1326610966429096,0.4359246931412327,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.62082083333334,136.05188750000002,112.00695000000002,0.5104597892668284,0.22889888582200457,0.42684685680776374,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.2372,136.63945,111.93403333333333,0.22084932984515565,0.48194543054254046,0.5932797132548204,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
165.84115416666668,135.49475416666667,110.48287499999998,0.9680784060590243,0.6014134587231428,0.6225290627976956,71,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.75306666666668,136.37711666666667,111.72168333333333,0.699544789413683,0.4675791002971824,0.3520451713539213,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
168.3327375,137.0744875,111.80792083333334,0.597037745061213,0.13736017486480123,0.5002681993191264,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
169.3173958333333,136.5648625,110.60599583333332,0.3467482851635878,0.30600465330975496,0.23727604952998477,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
168.05733333333333,135.77383333333336,110.68895,0.27532659741306403,0.2246941883952767,0.20207658261920436,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.06724166666666,134.90822500000002,110.75307916666668,0.9125667189839964,0.6648814969079501,0.46298022842203734,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
166.29442500000002,134.590025,110.50670833333334,0.25057160195906786,0.07779020084318168,0.20366211891403851,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.14125,134.98783333333333,110.35763333333333,0.5343243047753071,0.21152974779304498,0.35477397014977385,72,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
165.54704166666667,132.70369166666669,107.53750833333332,1.661622032165492,1.5738248211849295,1.380125201244841,73,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
167.77870833333336,134.80565833333333,108.96745833333334,1.3191585488142534,1.1300191007941942,0.7353667470073442,73,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
169.36794166666667,136.05719166666665,109.63137499999999,0.4928657881603151,0.2310434972876092,0.24501409398236643,73,p1,v3,source1,data-videos\VIPL\VIPL\p1-5\p1\v3\source1\video.avi
152.1265625,132.99386666666666,118.7172,0.23289419800690253,0.08443447142771487,0.23605522967800124,74,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
151.90353333333334,132.95556666666667,118.74034583333334,0.14984520056359893,0.12034499409683214,0.16374068760628196,73,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
152.62365,133.16604999999998,118.6624375,0.1352828264230151,0.1351319568565811,0.18177074856731693,72,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
152.636,133.22561666666667,118.57043333333336,0.2075985166065067,0.12791338187965173,0.35631711560771345,70,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
152.87325,133.30908749999998,118.12169583333332,0.15579534686301563,0.07773753517445763,0.1958921709484282,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
152.7345125,133.23125,118.19841250000002,0.20071459733495275,0.12073800118667959,0.30479280057888886,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
152.82915416666665,133.28720416666667,118.48154583333333,0.1681895046641332,0.09698269408192307,0.15750718590309148,68,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
152.7843,133.25008333333332,118.11310416666666,0.21755319137256865,0.11823076173667114,0.24896473318133971,68,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
153.31885416666665,132.98818749999998,117.78935416666667,0.12876446453268506,0.22559666065482978,0.19521378505372128,68,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
153.32737916666667,132.75195416666668,117.6842875,0.11412166342329685,0.10303037443179629,0.14368406603842193,68,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
153.658525,132.75204166666666,117.36227083333331,0.22629303550190288,0.12439453015283251,0.20946126125199682,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.0110625,132.73524999999998,117.28019166666667,0.11210507456424705,0.2000596720876888,0.1993884501732729,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
153.9555875,132.6502,117.11998333333332,0.1346035713627657,0.11074682918084469,0.14860068568052479,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.1337166666667,132.7067,117.01690416666666,0.23307835160329962,0.13615423724381345,0.18717304947932262,68,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.2118625,132.77912916666665,116.97926666666666,0.17489006298799592,0.13309412748439972,0.10103512212482349,68,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.36500416666667,132.80192916666667,116.90642916666665,0.12545748394487463,0.08846627731640151,0.15308089931833865,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.31556666666668,132.77890833333333,116.937925,0.09512399200079186,0.12872151154613384,0.16088164732014842,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.12321666666668,132.6881125,116.90122083333334,0.14000447140677225,0.09051770621756006,0.24575222800504645,69,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.2489875,132.58233333333337,116.63296249999999,0.14526112897219934,0.11169834361026983,0.19650352537832763,70,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.74410833333334,132.48977083333332,116.32987083333333,0.29495108333840914,0.1128518571697712,0.20589771951815708,70,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.65401666666665,132.57452083333334,116.46987083333333,0.25925258670894025,0.15242318192745258,0.18998638538575535,70,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.3487,132.6923083333333,116.56557500000001,0.14691052501816054,0.1158766431323012,0.17919268977680158,70,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
154.65264583333334,132.63170416666665,116.522275,0.23611573014272622,0.128672299504293,0.2037931908891402,71,p1,v4,source1,data-videos\VIPL\VIPL\p1-5\p1\v4\source1\video.avi
249.90927499999998,195.97072500000002,116.37748333333333,0.25105714246904365,0.6688775069773844,0.48572458731489276,69,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.27005833333334,196.75740416666665,116.79152083333334,0.1358012490226494,0.30981896164220496,0.3975361957227561,69,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.2229708333333,197.42251666666667,116.7537125,0.4247899144969573,1.1968484656472702,0.9751138203150673,69,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.14803333333333,197.59659166666668,116.481525,0.36027524479748846,1.065358881124235,0.9705980758768438,69,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
246.7938583333333,193.10813749999997,113.06691666666666,1.8088617892583396,1.935070177389855,1.56722008177608,69,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
248.64905,195.37079583333332,114.7438125,0.4278789949337957,0.615749479011378,0.33190254384549533,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.09655833333335,197.3932375,116.28628333333332,0.5506792652664952,0.6884604742346039,0.7684115078632469,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
251.1286625,198.62477083333334,117.16120833333335,0.5014257958215513,0.8666469539024141,0.4909575023331677,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
252.000275,201.02024999999998,118.73102083333333,0.1237107467205902,0.6605367838977209,0.9559678360029785,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
252.07591250000002,202.0282416666667,119.5143875,0.2529681977981077,0.5370366206088755,0.7078343624413684,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
251.44460833333335,200.51780833333333,118.48902083333333,0.133585767808967,0.5992352305462152,0.25015941792185253,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.48885833333333,197.81445000000002,118.4566,0.36009230886368465,0.6694210240169022,0.513643323170369,71,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.65558333333334,198.37517916666673,118.9549875,0.310361808631385,0.45637454970457425,0.4861236467510674,71,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.68925416666664,199.1757125,119.14735416666669,0.18582329868273634,0.4387319833274563,0.30535403945211215,71,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
250.40343749999997,199.12908750000003,118.26809166666668,0.21746760614450802,0.3261272095981553,0.38187144788309796,71,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
249.60458333333335,198.3972291666667,117.56496666666666,0.3463993097147165,0.7793712649157595,0.5941277005689388,71,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
249.68032916666667,196.77135416666667,116.1264375,0.3622923683144452,0.49866684335307526,0.2948814395109601,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
248.74556666666666,195.22497499999997,115.16564166666667,0.1629183266113242,0.4677454182402234,0.4959899889782721,70,p1,v5,source1,data-videos\VIPL\VIPL\p1-5\p1\v5\source1\video.avi
219.98733333333334,149.40834166666664,104.35592500000001,0.30048134128150633,0.1459760460039412,0.2887888341490476,70,p1,v6,source1,data-videos\VIPL\VIPL\p1-5\p1\v6\source1\video.avi
220.82819166666667,149.69587916666669,104.51859583333334,0.20153097595861588,0.21284110302967676,0.2177016249365173,70,p1,v6,source1,data-videos\VIPL\VIPL\p1-5\p1\v6\source1\video.avi
